subject,list,trial,prime_given,prime_condition,target,state,state_RT,response,response_RT,accuracy,prompt,distance
65,ExpProc1,57,MENDEL,both,Mandela,know,2252,Mandela,2815,1,Last name of South African imprisoned for 27 years before becoming president,6
65,ExpProc1,58,OPINIONATED,both,obstinate,know,2017,obstinate,1660,1,"Stubbornly refusing to change one's opinion or action, despite reason, arguments, or persuasion",11
65,ExpProc1,59,BIANNUAL,phonological,binomial,know,1862,binary,1750,0,A mathematical expression consisting of two terms,8
65,ExpProc1,60,MATCHING,semantic,congruent,other,3484,matching,1861,0,Identical in form; coinciding exactly when superimposed,9
65,ExpProc1,61,ABDOMEN,phonological,abdicate,know,822,abdicate,3315,1,To formally renounce a throne,8
65,ExpProc1,62,JEFFERSON,semantic,Hancock,other,6452,Jefferson,1904,0,Last name of first man to sign the Declaration of Independence,9
65,ExpProc1,63,ANDROID,phonological,Andes,know,3449,Andes,1275,1,South America's largest mountain range,6
65,ExpProc1,64,HYPE,unrelated,panacea,tipoftongue,8157,12345,6950,0,A medicine which can cure any illness,7
65,ExpProc1,65,CARELESS,phonological,Carroll,tipoftongue,5410,12345,8657,0,Last name of author of Alice in Wonderland,7
65,ExpProc1,66,OBVIOUS,both,ostentatious,tipoftongue,6284,12345,0,0,Characterized by vulgar or conspicuous display,12
65,ExpProc1,67,PROTOCOL,semantic,covenant,know,2011,covenant,4918,1,A promise between God and humans,8
65,ExpProc1,68,BERNSTEIN,semantic,Gershwin,know,435,Gershwin,3116,1,Last name of American composer most known for Rhapsody in Blue and An American in Paris,9
65,ExpProc1,69,INDIVIDUALISM,both,idiosyncrasy,other,8010,identity,2368,0,"A distinctive or peculiar feature or characteristic of an individual, place, or thing",13
65,ExpProc1,70,RWANDA,semantic,Darfur,know,1787,12345,6501,0,Region in Sudan where guerilla conflict and possibly genocide began in 2003,6
65,ExpProc1,71,HOMER,semantic,Dante,know,1415,Dante,1287,1,Italian poet known for writing The	Inferno,5
65,ExpProc1,72,BOARDWALK,phonological,bewilder,tipoftongue,4626,12345,0,0,To cause someone to become perplexed and confused,9
65,ExpProc1,73,SHELL,unrelated,recapitulate,know,2076,summarize,2197,0,Summarize and state again the main points of something,12
65,ExpProc1,74,NEUTRALIZE,both,nullify,know,1548,void,919,0,Make of no use or value; cancel out,10
65,ExpProc1,75,HEMATOMA,both,hemorrhage,dontknow,4076,12345,321,0,"The escape of blood from vessels, including internal and external bleeding",10
65,ExpProc1,76,HUM,unrelated,Thoreau,know,8836,12345,0,0,Last name of American transcendentalist known for Walden and Civil Disobedience,7
65,ExpProc1,77,OSBORNE,both,Oswald,other,5858,Osborne,2898,0,Last name of JFK's assassin,6
65,ExpProc1,78,DEVOUT,semantic,fervent,other,6583,dedicated,6286,0,Having or displaying a passionate intensity,7
65,ExpProc1,79,CARAVAN,phonological,Caracas,dontknow,1894,12345,293,0,Capital of Venezuela,6
65,ExpProc1,80,NEONATOLOGY,semantic,embryology,know,5351,neonatology,2824,0,The study of the developing fetus before birth,11
65,ExpProc1,81,BANISTER,phonological,Bangkok,know,2622,Bangkok,4180,1,Capital of Thailand,7
65,ExpProc1,82,BARK,phonological,barter,know,513,barter,2024,1,To trade by exchanging goods for other goods rather than money,6
65,ExpProc1,83,CAVE,unrelated,Shaw,tipoftongue,7818,12345,1367,0,Last name of Irish author well known for Pygmalion and Man and Superman,4
65,ExpProc1,84,VEGETATION,semantic,foliage,other,3330,vegetation,4048,0,"A cluster of leaves, buds, or branches",10
65,ExpProc1,85,ABSCESS,phonological,abacus,know,491,acubus,1570,0,Instrument for performing calculations by sliding beads along rods or grooves,7
65,ExpProc1,86,LITIGATE,both,libel,tipoftongue,5721,slander,4982,0,The illegal act of writing untrue things about someone,8
65,ExpProc1,87,CASTLE,phonological,Casablanca,know,515,Casablanca,2257,1,Capital of Morocco and famous movie title,9
65,ExpProc1,88,HEAVE,both,hoist,other,4400,levitate,1394,0,To raise into position by means of a pulley,5
65,ExpProc1,89,MINIMAL,both,meager,other,7235,lacking,1140,0,"Lacking desirable qualities, as in richness or strength",7
65,ExpProc1,90,WATCH,unrelated,Sicily,other,6569,Venice,5505,0,The largest Mediterranean island; the Italian island known for its archaelogical sites and major cities such as Palermo,6
65,ExpProc1,91,TROUT,unrelated,prophecy,know,1462,premonition,4364,0,A prediction of what will happen in the future,8
65,ExpProc1,92,CONSUME,semantic,deplete,tipoftongue,3325,12345,588,0,To empty of a principal substance; to exhaust the abundance of,7
65,ExpProc1,93,BAKLAVA,phonological,Batista,dontknow,964,12345,235,0,Cuban president overthrown by Castro,6
65,ExpProc1,94,SALOMON,semantic,Hale,other,4714,Rushdie,2826,0,Last name of man known for saying I only regret that I have but one life to give for my country,7
65,ExpProc1,95,VOLT,unrelated,Skywalker,know,2099,Skywalker,4339,1,Last name of Leia's brother and Darth Vader's son in Star Wars,9
65,ExpProc1,96,ANALYTIC,phonological,anagram,tipoftongue,1646,12345,470,0,"Word made by changing the order of letters in another word; e.g. plum, lump",8
65,ExpProc1,97,RUNT,unrelated,paragon,know,819,ideal,1391,0,A person or thing characterized as a perfect example of a particular quality,7
65,ExpProc1,98,CANVAS,phonological,carcass,know,670,carcass,2022,1,"The complete remains of a dead animal, especially at a butcher's",7
65,ExpProc1,99,BELITTLE,semantic,denigrate,know,6183,belittle,1305,0,To criticize unfairly; to attack the reputation of,9
65,ExpProc1,100,JUMP,unrelated,Ottawa,dontknow,5877,12345,220,0,Capital of Canada,6
66,ExpProc2,1,TARIFF,semantic,barter,know,2484,barter,7559,1,To trade by exchanging goods for other goods rather than money,6
66,ExpProc2,2,CONDONE,semantic,advocate,tipoftongue,6823,justify,8517,0,To plead the cause of another; to support or promote,8
66,ExpProc2,3,COMPATIBLE,both,congruent,other,2531,simultaneous,6981,0,Identical in form; coinciding exactly when superimposed,10
66,ExpProc2,4,STOCKBROKER,phonological,Stockholm,dontknow,2494,12345,2752,0,Capital of Sweden,10
66,ExpProc2,5,TESTIMONIAL,semantic,accolade,tipoftongue,6990,celebration,8311,0,A ceremonial embrace; an award or expression of praise,11
66,ExpProc2,6,COMMITMENT,both,covenant,know,1239,covenant,3108,1,A promise between God and humans,10
66,ExpProc2,7,MILK,unrelated,ostentatious,other,6920,filthy,2532,0,Characterized by vulgar or conspicuous display,12
66,ExpProc2,8,ERRATIC,both,eccentric,other,5011,unique,2032,0,Unconventional and slightly strange; deviating from an established or usual pattern or style,9
66,ExpProc2,9,PUZZLE,semantic,anagram,dontknow,3727,12345,1879,0,"Word made by changing the order of letters in another word; e.g. plum, lump",7
66,ExpProc2,10,FRANCO,semantic,Batista,dontknow,9472,Mussolini,4973,0,Cuban president overthrown by Castro,7
66,ExpProc2,11,BRUSH,unrelated,instigate,other,1597,compel,3966,0,"To goad or push forward; to incite someone to do something, especially something bad",9
66,ExpProc2,12,DUBAI,both,Darfur,dontknow,4983,Iran,4197,0,Region in Sudan where guerilla conflict and possibly genocide began in 2003,5
66,ExpProc2,13,FINGER,unrelated,idiosyncrasy,other,2539,flaw,9349,0,"A distinctive or peculiar feature or characteristic of an individual, place, or thing",12
66,ExpProc2,14,GARNER,both,Garland,dontknow,1426,12345,208,0,Last name of actress who played Dorothy in Wizard of Oz,6
66,ExpProc2,15,RABAT,semantic,Casablanca,dontknow,2921,12345,4405,0,Capital of Morocco and famous movie title,10
66,ExpProc2,16,DRISCOLL,both,Dean,dontknow,1863,Willis,4247,0,Last name of American actor known for his role in Rebel Without A Cause,7
66,ExpProc2,17,ROWLING,semantic,Carroll,dontknow,4090,dickens,7446,0,Last name of author of Alice in Wonderland,7
66,ExpProc2,18,FOREST,both,foliage,other,4982,bush,1372,0,"A cluster of leaves, buds, or branches",7
66,ExpProc2,19,UNCLE,unrelated,libel,other,10734,falsification,6216,0,The illegal act of writing untrue things about someone,5
66,ExpProc2,20,BRONTE,semantic,Alcott,know,2381,Alcott,1988,1,Last name of author of Little Women,6
66,ExpProc2,21,GECKO,semantic,chameleon,know,1043,chameleon,3415,1,A small lizard with skin that changes color to match its surroundings,9
66,ExpProc2,22,FRIVOLOUS,both,facetious,other,6319,jos,10424,0,Treating serious issues with deliberately inappropiate humor,9
66,ExpProc2,23,HYDE,both,Hale,know,464,henry,2416,0,Last name of man known for saying I only regret that I have but one life to give for my country,3
66,ExpProc2,24,ILLUMINATE,both,elucidate,other,2873,describe,6975,0,To make something clear; explain in detail,10
66,ExpProc2,25,PLUNGE,unrelated,Mandela,know,1172,Mandela,2420,1,Last name of South African imprisoned for 27 years before becoming president,7
66,ExpProc2,26,KEY,unrelated,injudicious,other,3155,naive,10479,0,Showing poor judgment; unwise,11
66,ExpProc2,27,SKYSCRAPER,phonological,Skywalker,know,1347,Skywalker,2189,1,Last name of Leia's brother and Darth Vader's son in Star Wars,9
66,ExpProc2,28,BUNCH,unrelated,Miller,dontknow,9520,12345,3075,0,Last name of the author of The Crucible,6
66,ExpProc2,29,SHRIMP,unrelated,omnipotent,other,3041,omnipotent,5914,1,Having unlimited power; able to do anything,10
66,ExpProc2,30,HIMALAYAS,semantic,Andes,other,1543,alps,2130,0,South America's largest mountain range,8
66,ExpProc2,31,PROFESSOR,phonological,prophecy,other,5921,prophecy,6608,1,A prediction of what will happen in the future,9
66,ExpProc2,32,ROBBERY,phonological,Robinson,know,1170,Robinson,2001,1,Last name of first African American Major League Baseball player,7
66,ExpProc2,33,RECALCULATE,phonological,recapitulate,other,2924,debrief,5936,0,Summarize and state again the main points of something,12
66,ExpProc2,34,OTTER,phonological,Ottawa,dontknow,6707,12345,5957,0,Capital of Canada,5
66,ExpProc2,35,ILL,unrelated,herbaceous,dontknow,1090,12345,1181,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
66,ExpProc2,36,STUPEFY,semantic,bewilder,other,6982,befuddle,3879,0,To cause someone to become perplexed and confused,8
66,ExpProc2,37,ORDINARY,semantic,banal,other,1314,mundane,1877,0,Obvious or trite; commonplace,8
66,ExpProc2,38,DISCLAIM,both,default,other,1615,no-show,8192,0,"To fail to act, to pay, or to appear for judgment in court",8
66,ExpProc2,39,SOFA,phonological,Seoul,dontknow,1124,12345,1061,0,Capital of South Korea,4
66,ExpProc2,40,CANDLE,unrelated,loquacious,other,1761,blabber,4221,0,Tending to talk much or freely; chatty,10
66,ExpProc2,41,GERHARDT,both,Gershwin,dontknow,1822,Mozart,6159,0,Last name of American composer most known for Rhapsody in Blue and An American in Paris,7
66,ExpProc2,42,TIP,phonological,tic,know,1455,twitch,2045,0,"A habitual spastic motion of particular muscles, especially in the face",3
66,ExpProc2,43,DIFFIDENCE,both,deference,other,4080,reverence,2077,0,Humble submission and respect,10
66,ExpProc2,44,LAZY,unrelated,obscure,other,4117,cloudy,6856,0,Not readily understood or clearly expressed,7
66,ExpProc2,45,RESIGN,semantic,abdicate,know,4906,resign,3194,0,To formally renounce a throne,8
66,ExpProc2,46,TASSLE,phonological,taciturn,other,1756,timid,4422,0,"Saying little, reserved, uncommunicative",8
66,ExpProc2,47,FAVORABLE,semantic,auspicious,other,3422,evident,5281,0,Showing or suggesting that future success is likely,10
66,ExpProc2,48,CASH,unrelated,Lindbergh,know,1278,Lindbergh,2393,1,Last name of first person to fly solo nonstop across Atlantic,9
66,ExpProc2,49,REVEREND,phonological,Revere,know,1406,revere,1701,1,Last name of American revolutionary known for his midnight ride,7
66,ExpProc2,50,PROPOGATE,phonological,proposition,other,2877,bribe,3195,0,Something offered for consideration or acceptance,11
66,ExpProc2,51,WINDOW,unrelated,hemorrhage,other,1108,leak,7206,0,"The escape of blood from vessels, including internal and external bleeding",10
66,ExpProc2,52,HEINOLA,both,Helsinki,dontknow,999,12345,1636,0,Capital of Finland,7
66,ExpProc2,53,YESTERDAY,phonological,Yellowstone,know,1107,Yellowstone,2181,1,National park in which Old Faithful is located,10
66,ExpProc2,54,SLIDE RULE,semantic,abacus,tipoftongue,4370,nacky,7621,0,Instrument for performing calculations by sliding beads along rods or grooves,10
66,ExpProc2,55,EPITAPH,both,epithet,other,9594,accurate,5252,0,An adjective or phrase expressing a quality regarded as characteristic of the person or thing,7
66,ExpProc2,56,TURMERIC,phonological,tsunami,know,1353,tsunami,4009,1,The proper name for a tidal	wave,8
66,ExpProc2,57,THORNY,phonological,Thoreau,tipoftongue,1919,12345,6925,0,Last name of American transcendentalist known for Walden and Civil Disobedience,6
66,ExpProc2,58,HAMILTON,both,Hancock,know,2002,Hancock,1829,1,Last name of first man to sign the Declaration of Independence,7
66,ExpProc2,59,DISTRIBUTION,semantic,allocation,other,3397,reservation,6944,0,Portion set aside for a specific purpose or to particular persons or things,12
66,ExpProc2,60,PANDA,phonological,panacea,tipoftongue,3261,blessing,8253,0,A medicine which can cure any illness,7
66,ExpProc2,61,YELLOW,unrelated,interject,tipoftongue,6184,interject,2093,1,"To say something abruptly, especially as an aside or interruption",9
66,ExpProc2,62,FRAZIER,semantic,Clay,tipoftongue,7241,12345,11498,0,Original last name of Muhammad Ali,7
66,ExpProc2,63,IMAGE,unrelated,Nuremberg,other,1576,berlin,1514,0,German city for which antisemitic laws were named,9
66,ExpProc2,64,EDISON,semantic,Carver,know,3688,carver,1322,1,Last name of man credited with inventing peanut butter,6
66,ExpProc2,65,PARACHUTE,phonological,paragon,know,2402,epitome,2639,0,A person or thing characterized as a perfect example of a particular quality,9
66,ExpProc2,66,PRECURSOR,phonological,precocious,other,1684,advanced,2363,0,Having developed certain abilities or proclivities at an earlier age than usual,10
66,ExpProc2,67,WATTAGE,phonological,Watson,know,382,Watson,1665,1,Last name of Sherlock Holmes' assistant and friend,6
66,ExpProc2,68,DELETE,both,deplete,other,1494,rid,4562,0,To empty of a principal substance; to exhaust the abundance of,7
66,ExpProc2,69,DIFFER,both,diverge,other,2205,stretch,2929,0,To extend in separate directions from a common point; to turn aside or deviate,7
66,ExpProc2,70,DONNE,both,Dante,other,2489,Dante,1019,1,Italian poet known for writing The	Inferno,4
66,ExpProc2,71,SHIP,phonological,Shaw,dontknow,680,12345,1256,0,Last name of Irish author well known for Pygmalion and Man and Superman,3
66,ExpProc2,72,CUNNINGHAM,both,Cummings,other,1116,Dickinson,3206,0,20th century American poet whose trademark was using only lowercase letters,9
66,ExpProc2,73,DEMONIZE,both,denigrate,other,4156,harass,5591,0,To criticize unfairly; to attack the reputation of,9
66,ExpProc2,74,FEVERISH,both,fervent,other,3642,fervent,6989,1,Having or displaying a passionate intensity,8
66,ExpProc2,75,POLYGON,phonological,polygamy,know,1176,polygamy,4735,1,The practice of having more than one spouse at the same time,8
66,ExpProc2,76,LAOS,semantic,Bangkok,dontknow,2266,12345,2692,0,Capital of Thailand,7
66,ExpProc2,77,BUMP,unrelated,Nairobi,dontknow,3135,12345,7115,0,Capital of Kenya,7
66,ExpProc2,78,SAWYER,semantic,Clemens,tipoftongue,4868,12345,6341,0,Original last name of Mark Twain,7
66,ExpProc2,79,TRAIN,unrelated,O'Connor,tipoftongue,2000,Judy,3516,0,Last name of first female US Supreme Court justice,8
66,ExpProc2,80,LEASH,unrelated,meager,other,2023,destitute,2554,0,"Lacking desirable qualities, as in richness or strength",6
66,ExpProc2,81,QUAKE,phonological,Quayle,tipoftongue,10624,Cheney,2493,0,Last name of vice president of George H.W. Bush,5
66,ExpProc2,82,MISPLACEMENT,semantic,anachronism,other,3812,ill fitted,6609,0,Something out of keeping with the time in which it exists,12
66,ExpProc2,83,REFUSE,semantic,abstain,other,4613,differ,7983,0,To refrain deliberately and often with an effort of self-denial from an action or practice,7
66,ExpProc2,84,SIZZLE,phonological,Sicily,know,1623,Sicily,1687,1,The largest Mediterranean island; the Italian island known for its archaelogical sites and major cities such as Palermo,5
66,ExpProc2,85,KING,unrelated,mince,other,7267,chop,3099,0,To cut or chop food into very small pieces,5
66,ExpProc2,86,JELLY,unrelated,monotony,know,2455,monotone,1723,0,Tedious sameness of tone or sound,8
